Imię,Nazwisko,Klasa,J. polski,J. angielski,Matematyka,Historia,WF
Aleksander,Lewandowski,5A,4,5,4,5,5
Maksymilian,Duda,8D,2,2,1,2,5
Kornel,Zakrzewska,6C,5,1,5,1,4
Filip,Mazurek,6A,5,1,5,5,5
Ernest,Lewandowski,6B,3,2,5,5,5
Martin,Malinowski,7D,3,5,4,5,4
Bartłomiej,Ostrowski,2A,2,4,1,4,3
Mariusz,Kalinowski,6B,1,5,1,1,5
Dobromił,Tomaszewski,6C,2,5,2,4,3
Igor,Wójcik,7A,5,3,1,5,5
Jakub,Cieślak,8C,3,1,3,4,2
Alek,Kozłowski,1F,4,5,4,4,2
Karol,Krupa,6A,3,1,1,2,1
Ariel,Szewczyk,5F,4,5,1,1,1
Gustaw,Kozłowski,4D,3,2,5,1,5
Daniel,Ziółkowska,2D,2,4,3,5,1
Norbert,Wójcik,3C,2,2,2,5,3
Grzegorz,Szczepański,4E,3,2,1,2,1
Dobromił,Wysocki,5F,2,3,2,2,1
Aleksy,Wójcik,6F,2,4,5,1,5
Jędrzej,Bąk,5B,3,1,5,3,4
Anatol,Witkowski,2A,3,1,5,4,2
Czesław,Borkowski,5E,4,5,1,2,5
Adam,Ostrowski,7B,2,4,1,2,5
Anatol,Kaczmarczyk,2F,2,2,1,3,3
Bartłomiej,Sokołowski,4A,3,4,2,1,5
Bruno,Adamska,1C,1,4,3,4,2
Dominik,Kwiatkowski,8F,4,2,2,1,1
Cezary,Wysocki,7E,2,1,1,2,1
Jędrzej,Szulc,7D,1,4,4,3,2
Henryk,Witkowski,4F,3,1,3,3,1
Cezary,Marciniak,4D,4,1,3,3,4
Norbert,Ziółkowska,2F,3,3,3,2,3
Martin,Przybylski,3C,4,2,1,1,2
Alan,Kozłowski,6F,1,3,5,2,5
Kamil,Witkowski,3F,4,2,1,5,4
Aureliusz,Tomaszewski,2B,4,2,5,3,1
Kuba,Wróblewski,5A,4,1,4,4,4
Aleks,Wojciechowski,6B,3,3,5,5,2
Roman,Szymański,2F,2,5,1,2,2
Gracjan,Makowski,6C,4,5,1,5,3
Hubert,Marciniak,1C,4,5,2,4,3
Kewin,Dąbrowski,7A,2,5,1,5,5
Alfred,Laskowska,8A,1,5,1,5,4
Gniewomir,Bąk,3B,5,5,5,2,4
Kazimierz,Chmielewski,6E,2,4,1,2,3
Anatol,Andrzejewski,5E,3,3,5,2,2
Ernest,Adamska,4B,5,4,2,3,5
Martin,Zakrzewska,4E,5,4,3,3,1
Roman,Szulc,5D,2,3,5,2,1
Edward,Dąbrowski,1B,3,3,2,1,2
Bogumił,Kowalski,4F,4,2,2,1,1
Eustachy,Baran,2C,2,4,2,4,2
Mirosław,Lis,3C,1,5,5,1,4
Jan,Krupa,3C,2,4,2,2,3
Karol,Baranowski,5C,2,2,5,3,3
Ireneusz,Sikorska,7A,4,1,5,4,3
Paweł,Ostrowski,1D,2,2,2,5,5
Arkadiusz,Woźniak,7C,4,4,1,1,1
Diego,Urbańska,1E,3,3,2,5,3
Jacek,Michalak,6B,5,3,1,4,2
Kajetan,Jaworski,8D,5,4,1,1,5
Rafał,Górecki,1F,3,1,1,5,4
Marian,Szymczak,4A,5,2,5,2,3
Korneliusz,Sokołowski,1E,5,4,1,5,1
Oskar,Mazur,4D,2,4,3,2,1
Maksymilian,Baranowski,3A,1,1,1,4,3
Daniel,Ziółkowska,8F,1,4,3,3,5
Miłosz,Jaworski,8E,4,3,2,2,2
Anastazy,Wójcik,7F,2,3,5,4,1
Denis,Jaworski,7C,4,3,5,4,4
Denis,Ziółkowska,1C,4,1,5,4,2
Leszek,Szewczyk,2C,4,2,4,4,4
Patryk,Maciejewski,1B,3,3,1,5,3
Denis,Ziółkowska,6C,3,1,5,2,3
Przemysław,Szulc,4F,5,2,4,3,3
Robert,Brzeziński,7E,4,1,4,4,3
Heronim,Wójcik,6B,3,1,1,4,3
Mikołaj,Kwiatkowski,1A,4,2,5,4,2
Radosław,Kubiak,4C,5,1,1,1,1
Lucjan,Kaźmierczak,8F,2,4,5,3,1
Jacek,Krajewska,3B,2,1,1,1,1
Ignacy,Ziółkowska,5D,4,2,5,4,4
Marcin,Pietrzak,2C,5,4,3,1,2
Aleksander,Sokołowski,8A,3,3,5,5,5
Maurycy,Krajewska,2D,4,2,5,1,1
Alexander,Kucharski,2B,4,4,2,3,3
Allan,Piotrowski,8C,2,3,5,3,2
Fryderyk,Jakubowski,7D,2,1,3,5,1
Albert,Pietrzak,6B,2,4,2,5,1
Kacper,Kaczmarczyk,8F,5,2,2,3,1
Alojzy,Malinowski,3A,5,4,5,3,2
Albert,Sawicki,4C,1,2,2,2,3
Marian,Laskowska,8A,3,2,4,4,2
Anatol,Kalinowski,6E,2,5,4,3,5
Daniel,Błaszczyk,3C,2,5,5,4,4
Kajetan,Baranowski,1E,5,4,1,5,1
Emanuel,Pawlak,5B,3,4,4,5,1
Roman,Wojciechowski,8E,3,5,1,1,4
Jarosław,Czerwiński,2C,4,4,2,3,2
Bruno,Mazurek,2A,4,5,1,4,3
Alek,Marciniak,5F,1,5,3,5,2
Marcel,Baranowski,7B,5,5,3,5,4
Bronisław,Wasilewska,8F,2,5,3,1,1
Gracjan,Wysocki,2C,5,1,4,2,4
Kamil,Wysocki,5D,3,1,2,1,2
Kornel,Sikorska,8E,4,1,5,5,5
Korneliusz,Mazurek,1B,3,4,3,1,1
Ludwik,Kołodziej,5F,4,3,3,3,4
Albert,Nowak,5F,4,3,2,5,3
Dawid,Jakubowski,7B,2,3,3,1,3
Kornel,Kozłowski,8F,2,3,2,3,5
Marian,Maciejewski,7C,1,1,4,5,4
Jędrzej,Baran,8C,3,1,5,2,5
Diego,Sobczak,6F,4,3,3,3,3
Bolesław,Kubiak,5E,3,3,3,5,3
Albert,Malinowski,8F,2,5,4,5,2
Igor,Wasilewska,7D,4,4,3,2,5
Norbert,Wojciechowski,7D,3,2,3,2,2
Patryk,Kucharski,6A,4,4,4,2,3
Miron,Chmielewski,3E,3,3,2,1,1
Denis,Jakubowski,6D,3,2,4,4,1
Emil,Kubiak,6A,4,2,2,3,1
Robert,Walczak,3D,4,1,3,1,5
Bartłomiej,Jaworski,5C,3,4,1,5,2
Ignacy,Szymański,6E,3,3,3,4,1
Mirosław,Mazur,6F,5,1,3,2,5
Alexander,Zalewski,7B,3,3,5,2,3
Kordian,Michalak,3F,5,2,2,5,4
Dorian,Wasilewska,5A,5,5,1,4,3
Radosław,Wiśniewski,6E,5,1,2,3,1
Daniel,Krawczyk,3A,5,1,5,4,3
Łukasz,Wiśniewski,2E,1,4,2,2,5
Kamil,Szulc,3F,2,1,1,2,5
Konrad,Kaczmarczyk,2D,1,4,4,2,3
Emanuel,Mazur,8F,4,5,3,3,5
Emil,Kucharski,5A,3,4,5,3,5
Korneliusz,Włodarczyk,8B,2,5,2,5,1
Mieszko,Ziółkowska,1D,2,5,3,3,3
Henryk,Adamska,4A,4,3,1,4,5
Janusz,Gajewska,4A,2,5,5,5,3
Kordian,Bąk,3F,5,5,3,4,3
Gracjan,Zieliński,4D,5,5,1,4,2
Klaudiusz,Andrzejewski,8C,1,4,3,3,4
Korneliusz,Kowalski,5F,3,3,4,1,3
Bartłomiej,Sokołowski,1C,2,5,4,5,5
Jerzy,Czarnecki,3A,3,3,1,1,2
Igor,Kaczmarczyk,5D,5,1,5,4,4
Ernest,Kołodziej,2E,5,5,1,1,3
Oskar,Górecki,1C,3,2,4,5,4
Dorian,Przybylski,2F,2,3,5,3,1
Marian,Zakrzewska,3F,2,4,2,4,2
Amadeusz,Laskowska,1E,2,5,2,3,1
Błażej,Lis,5D,5,1,3,5,5
Amir,Wasilewska,8E,2,4,2,4,5
Damian,Przybylski,3F,5,4,5,5,1
Konstanty,Kwiatkowski,4E,1,5,3,1,2
Emil,Ziółkowska,2E,2,5,3,3,4
Milan,Kamiński,5F,1,3,4,5,5
Emanuel,Kołodziej,5F,3,1,4,2,1
Jan,Kaczmarczyk,5C,4,3,3,4,1
Korneliusz,Górecki,7D,2,1,2,3,4
Józef,Szulc,7A,4,2,5,3,1
Norbert,Mazur,1E,2,4,4,1,1
Jerzy,Stępień,3F,5,2,2,2,5
Paweł,Sikorska,4A,3,1,3,2,5
Filip,Sadowska,4C,4,4,1,5,4
Marek,Przybylski,2C,3,3,3,3,3
Konstanty,Czarnecki,8E,5,3,1,4,4
Marcin,Lis,4A,1,2,5,3,5
Diego,Zawadzki,1D,2,1,3,5,4
Kordian,Woźniak,1F,5,2,4,3,2
Andrzej,Andrzejewski,8E,1,3,2,3,3
Krystian,Krajewska,2F,2,3,4,1,4
Arkadiusz,Mróz,2F,4,3,1,1,5
Bogumił,Czarnecki,7A,1,5,5,1,4
Jan,Mróz,3A,1,4,2,2,3
Fabian,Laskowska,8F,1,2,4,4,2
Mateusz,Wojciechowski,6E,2,3,3,1,2
Alex,Zakrzewska,3C,1,4,4,1,4
Maksymilian,Woźniak,7D,1,1,3,3,1
Łukasz,Brzeziński,2A,1,2,1,5,2
Klaudiusz,Cieślak,5C,4,1,1,2,4
Alexander,Kaźmierczak,2A,5,3,5,2,2
Alojzy,Malinowski,2A,2,1,1,3,4
Konrad,Błaszczyk,2A,1,5,3,4,4
Radosław,Szczepański,7E,5,5,4,3,1
Eryk,Jaworski,2A,5,4,4,1,2
Arkadiusz,Pawlak,6D,2,3,4,4,2
Krystian,Jankowski,7B,5,5,4,1,5
Allan,Przybylski,5A,2,3,3,1,1
Bartłomiej,Górski,1B,1,4,2,1,3
Rafał,Lis,8C,4,2,1,1,3
Miron,Tomaszewski,4D,1,2,5,3,2
Gustaw,Jakubowski,8E,5,1,4,5,1
Gustaw,Duda,6D,5,2,4,1,2
Anastazy,Mazurek,7C,3,1,1,2,4
Leonardo,Mazurek,3B,5,5,3,1,1
Anastazy,Dąbrowski,6E,1,4,5,3,4
Denis,Jakubowski,2B,4,5,5,5,5
Adrian,Stępień,3F,1,4,2,4,3
Franciszek,Sobczak,7B,4,5,5,5,1
Piotr,Szewczyk,5A,3,2,1,2,3
Aleksander,Zalewski,2A,5,3,4,3,3
Fryderyk,Szulc,2F,4,5,3,5,5
Mikołaj,Krawczyk,1D,5,3,4,5,4
Kuba,Marciniak,2A,4,4,3,3,5
Aleksander,Jankowski,1F,5,3,2,4,4
Gustaw,Walczak,2E,2,3,1,1,5
Jakub,Sadowska,3D,5,2,1,4,1
Ksawery,Wróblewski,8D,2,1,3,1,2
Aureliusz,Szulc,3D,5,4,2,1,1
Gracjan,Mazurek,2A,3,5,1,3,1
Cezary,Sokołowski,5D,5,5,1,2,3
Aleks,Dąbrowski,3A,5,4,2,5,1
Piotr,Kołodziej,2E,1,4,4,3,5
Albert,Urbańska,7E,2,1,2,1,1
Eugeniusz,Sokołowski,1D,4,4,4,5,5
Ireneusz,Wojciechowski,5E,3,4,5,4,3
Krzysztof,Górecki,8F,3,3,2,3,4
Kazimierz,Kołodziej,7E,4,4,4,5,4
Gustaw,Kubiak,2E,5,3,3,5,2
Dorian,Sadowska,2D,2,4,3,3,5
Jerzy,Michalak,7F,5,3,1,5,2
Eustachy,Chmielewski,4D,3,4,2,3,2
Konstanty,Pawlak,6F,1,4,4,1,5
Antoni,Mazur,5F,5,3,2,1,5
Eryk,Kaźmierczak,8B,5,5,5,2,3
Denis,Jaworski,8D,5,3,4,1,5
Mieszko,Gajewska,5F,2,3,3,4,5
Anatol,Lis,1D,5,4,2,1,2
Kajetan,Kalinowski,7C,3,4,4,1,2
Dorian,Chmielewski,4F,3,4,1,1,3
Amadeusz,Baranowski,4F,2,1,2,3,1
Marcin,Urbańska,4B,4,4,1,2,4
Natan,Wasilewska,4C,1,2,1,2,1
Klaudiusz,Wójcik,3F,4,5,2,2,2
Bolesław,Kowalski,8B,2,1,2,3,4
Marcel,Włodarczyk,1F,2,1,1,1,5
Rafał,Przybylski,7C,3,5,2,1,5
Dariusz,Sawicki,7E,3,5,4,5,4
Jacek,Krupa,2D,1,3,2,1,3
Oskar,Krajewska,2B,5,5,2,4,2
Ludwik,Kubiak,5E,4,1,2,4,5
Mieszko,Wiśniewski,3B,3,5,2,5,1
Daniel,Kamiński,8C,3,2,2,2,3
Gniewomir,Nowak,3C,3,1,1,3,3
Amir,Jasiński,2C,3,1,5,2,1
Amir,Kozłowski,3C,3,1,2,4,4
Oktawian,Witkowski,8B,3,3,4,2,3
Mariusz,Laskowska,4C,5,2,2,3,3
Amir,Czerwiński,2C,5,3,2,1,4
Igor,Wasilewska,2E,4,3,2,4,3
Ariel,Krawczyk,5D,5,5,2,2,1
Aleksy,Jaworski,3D,2,1,2,1,5
Marian,Zakrzewska,1C,5,5,4,2,1
Allan,Błaszczyk,8B,2,3,5,2,3
Arkadiusz,Kaczmarczyk,1F,1,3,5,3,1
Henryk,Jasiński,5C,2,3,3,5,2
Maksymilian,Krajewska,8C,4,3,2,5,5
Jakub,Głowacka,4A,2,1,5,1,3
Alojzy,Gajewska,8B,4,4,2,1,3
Dobromił,Czarnecki,2A,3,5,5,5,2
Leszek,Pietrzak,4B,1,4,2,3,2
Marcin,Kucharski,1E,2,4,2,2,3
Andrzej,Zakrzewska,1F,2,3,1,5,1
Natan,Dąbrowski,6F,1,2,1,2,5
Julian,Wysocki,8F,5,4,2,1,4
Denis,Szewczyk,5E,1,5,3,3,1
Jacek,Sobczak,7A,4,4,5,1,3
Marian,Kołodziej,8A,2,5,4,3,5
Anastazy,Czerwiński,1D,5,3,2,1,2
Jacek,Baran,6B,1,2,1,4,3
Dominik,Wójcik,5E,2,4,2,1,5
Miłosz,Mazurek,1D,3,5,1,2,2
Piotr,Pietrzak,5B,3,1,5,2,4
Alek,Urbańska,2C,2,1,1,4,4
Dawid,Górski,4E,3,3,3,1,1
Krystian,Makowski,2E,4,5,2,1,4
Eryk,Kwiatkowski,5A,5,3,3,2,3
Alfred,Tomaszewski,4D,2,3,4,2,1
Amadeusz,Jaworski,8C,2,3,2,1,5
Oskar,Baranowski,4F,1,4,4,2,4
Marcin,Borkowski,5D,4,4,5,3,1
Rafał,Pawlak,3C,4,4,1,4,4
Dorian,Baranowski,5B,5,5,2,2,1
Dariusz,Gajewska,7F,4,2,2,3,3
Amir,Sadowska,6C,5,2,2,5,4
Alek,Górski,3E,1,2,3,2,4
Fabian,Urbańska,5F,4,5,5,4,4
Alfred,Tomaszewski,2D,3,5,2,5,2
Bogumił,Pawlak,8C,1,1,1,4,1
Amadeusz,Kwiatkowski,8F,4,5,2,5,3
Michał,Kalinowski,8C,2,3,2,2,1
Martin,Andrzejewski,4B,1,2,5,5,2
Florian,Borkowski,4E,1,2,4,4,1
Kazimierz,Błaszczyk,6C,1,5,2,2,4
Maurycy,Zakrzewska,5A,5,1,2,3,1
Konstanty,Laskowska,8A,3,1,2,2,5
Anastazy,Maciejewski,4F,2,5,5,5,1
Ernest,Jasiński,7B,2,4,5,4,4
Ignacy,Kowalski,7D,1,1,3,4,5
Marian,Adamska,5A,1,5,3,1,1
Radosław,Baranowski,8F,2,4,1,5,1
Allan,Wojciechowski,4B,2,1,4,1,5
Cyprian,Sikora,5A,5,3,2,1,5
Anatol,Szymczak,5D,4,4,5,3,1
Klaudiusz,Włodarczyk,8C,1,3,3,3,1
Bogumił,Wójcik,5F,5,3,3,4,5
Filip,Tomaszewski,2C,2,4,5,4,5
Błażej,Sikora,2B,1,5,1,5,2
Aureliusz,Malinowski,5F,3,2,2,1,3
Joachim,Czerwiński,7D,5,2,1,1,4
Andrzej,Malinowski,2A,5,2,1,5,3
Alex,Piotrowski,3A,2,2,5,1,3
Kazimierz,Szymczak,3F,4,1,1,2,5
Patryk,Baran,8F,2,5,1,4,1
Czesław,Wróblewski,1B,4,2,4,2,2
Ksawery,Mazurek,8B,3,5,3,1,4
Leszek,Pietrzak,1A,1,4,1,1,4
Norbert,Cieślak,6B,3,4,2,1,2
Florian,Laskowska,4C,4,2,3,1,2
Alojzy,Stępień,6F,4,3,3,1,1
Bolesław,Sobczak,5F,4,2,1,4,1
Kryspin,Błaszczyk,1E,3,4,4,1,2
Maurycy,Górski,1B,5,2,2,2,5
Mariusz,Witkowski,5B,5,5,2,3,2
Bartłomiej,Jaworski,6E,2,5,5,4,4
Damian,Wróblewski,1E,3,5,1,5,2
Henryk,Borkowski,8E,5,4,5,4,3
Igor,Wojciechowski,5C,1,3,4,5,3
Marcin,Sokołowski,6F,4,1,2,2,3
Aleks,Mróz,5F,3,5,2,2,3
Kajetan,Duda,7E,5,2,2,4,5
Alexander,Borkowski,7B,4,1,4,5,3
Kazimierz,Adamska,7B,4,5,3,5,2
Leonardo,Cieślak,4B,4,1,1,1,4
Mateusz,Pawlak,3D,4,4,3,5,2
Robert,Borkowski,2E,2,3,3,5,1
Eustachy,Mróz,7F,2,5,1,4,2
Gracjan,Chmielewski,8E,5,4,5,2,2
Leonardo,Kozłowski,6F,3,1,1,1,3
Julian,Witkowski,7D,2,4,2,5,5
Remigiusz,Przybylski,3B,3,4,5,5,4
Anastazy,Kaczmarczyk,2E,3,1,3,1,5
Heronim,Borkowski,8C,2,5,5,1,1
Gustaw,Zakrzewska,7F,3,3,3,5,4
Błażej,Szymański,4B,2,2,1,1,2
Patryk,Krajewska,5B,5,3,4,2,4
Marek,Woźniak,8F,4,5,1,3,1
Bartłomiej,Wójcik,7F,3,2,5,2,4
Edward,Wójcik,8E,5,1,1,3,3
Cezary,Przybylski,5A,2,5,3,3,4
Eugeniusz,Krawczyk,7D,2,5,4,1,5
Marcin,Sikorska,6C,4,5,3,4,5
Bruno,Wróblewski,3B,3,4,2,3,5
Leszek,Baranowski,3B,2,3,4,5,1
Alan,Tomaszewski,7E,3,5,1,2,5
Bogumił,Woźniak,6D,4,1,2,2,4
Lucjan,Rutkowski,4B,1,3,3,4,4
Leonardo,Kalinowski,4B,2,3,5,4,3
Kryspin,Szulc,6A,4,5,3,5,5
Norbert,Zawadzki,4A,1,2,1,1,5
Daniel,Kowalski,8B,1,1,1,1,3
Gustaw,Ziółkowska,5A,3,3,1,4,5
Krystian,Piotrowski,5A,1,4,1,2,2
Kacper,Mazurek,5C,1,4,5,3,1
Kazimierz,Sikorska,6B,3,5,5,4,2
Emanuel,Kwiatkowski,1C,1,1,4,4,1
Maurycy,Kowalczyk,7B,5,5,5,5,5
Olgierd,Szczepański,4A,4,5,4,5,3
Leszek,Wasilewska,2E,4,3,5,1,4
Fabian,Pietrzak,6C,2,4,4,4,4
Olaf,Gajewska,2D,3,5,1,3,5
Jakub,Dąbrowski,5F,5,4,1,4,5
Aleksy,Lewandowski,2C,3,5,2,1,2
Dorian,Mazurek,7A,5,4,5,2,5
Emanuel,Szymański,5C,1,3,5,1,2
Bruno,Wasilewska,3E,5,4,1,2,2
Marcin,Sikorska,2C,1,5,5,4,1
Franciszek,Ostrowski,8C,3,4,4,1,2
Antoni,Sawicki,2D,4,4,2,3,5
Oskar,Mróz,4D,3,2,5,3,5
Kamil,Marciniak,3B,2,5,2,3,3
Piotr,Marciniak,4A,4,1,5,4,1
Alfred,Gajewska,1F,2,4,5,4,4
Przemysław,Laskowska,1E,2,3,4,5,1
Remigiusz,Urbańska,1C,4,4,1,5,5
Arkadiusz,Walczak,7A,4,1,5,3,5
Józef,Sawicki,5C,3,2,3,2,4
Anatol,Głowacka,4C,2,2,4,2,5
Cezary,Duda,4F,2,5,1,1,2
Klaudiusz,Kalinowski,4F,2,1,3,1,5
Cyprian,Zalewski,1E,2,2,2,3,1
Maurycy,Mazurek,8A,2,1,4,4,4
Maksymilian,Zalewski,7A,4,4,4,4,5
Paweł,Sikora,5C,5,1,1,5,2
Eugeniusz,Ziółkowska,1D,1,1,1,3,5
Kajetan,Jaworski,5F,3,2,4,4,1
Julian,Kucharski,3A,4,4,1,4,5
Aleksander,Marciniak,1B,3,2,5,5,5
Andrzej,Wróblewski,4B,4,5,1,4,4
Kordian,Czerwiński,6E,1,2,3,5,2
Ireneusz,Lis,5D,2,5,1,3,1
Konrad,Kołodziej,4F,4,2,4,3,1
Alex,Rutkowski,4D,3,3,2,4,1
Allan,Marciniak,6C,1,2,4,5,4
Bogumił,Sikorska,5E,5,1,4,4,5
Mateusz,Baranowski,8C,2,5,1,4,5
Joachim,Kucharski,4E,3,5,5,2,2
Kuba,Tomaszewski,3E,1,1,2,1,1
Karol,Krajewska,3A,3,4,3,1,3
Denis,Kowalski,4C,1,4,3,5,2
Kamil,Brzeziński,6E,1,2,2,2,4
Olaf,Adamska,2C,5,5,4,2,4
Gustaw,Maciejewski,2A,2,4,2,2,1
Jędrzej,Jakubowski,1F,1,5,4,2,2
Anastazy,Pawlak,2E,1,1,1,2,5
Kazimierz,Krajewska,3F,5,4,2,5,2
Bartłomiej,Malinowski,6C,4,2,1,2,1
Norbert,Ostrowski,1D,4,5,5,4,3
Gustaw,Dąbrowski,5E,5,2,4,2,2
Czesław,Pietrzak,3C,3,3,5,3,3
Ludwik,Czarnecki,4F,5,3,1,1,1
Mieszko,Adamska,6A,5,4,4,4,3
Jarosław,Sikorska,1B,5,2,2,4,2
Bogumił,Jakubowski,6E,3,3,3,2,3
Gustaw,Czarnecki,6B,5,2,5,4,5
Piotr,Wysocki,4A,1,5,3,4,4
Alfred,Borkowski,7F,1,3,1,1,2
Martin,Kubiak,2F,1,2,4,1,2
Krystian,Duda,5F,1,1,5,2,5
Hubert,Ziółkowska,2A,2,3,3,2,4
Olaf,Szulc,5B,3,2,2,4,3
Milan,Laskowska,6B,1,3,2,4,4
Mariusz,Lewandowski,7F,3,1,2,5,5
Alex,Sikorska,8C,2,4,4,4,5
Edward,Baranowski,1B,3,3,3,1,4
Arkadiusz,Ziółkowska,1E,3,4,2,1,4
Olaf,Kwiatkowski,4A,1,5,1,5,4
Edward,Kamiński,6F,4,4,3,3,4
Bogumił,Malinowski,5F,2,3,4,4,2
Czesław,Andrzejewski,4B,5,4,3,3,3
Leszek,Makowski,6E,1,5,4,4,2
Maurycy,Mróz,6C,1,3,2,4,1
Ariel,Kołodziej,7B,1,2,3,2,5
Daniel,Ostrowski,1F,5,1,1,2,5
Kamil,Tomaszewski,8D,1,5,2,1,1
Kordian,Sadowska,8A,4,2,5,5,2
Jarosław,Kalinowski,1A,4,5,5,5,1
Anastazy,Lewandowski,2C,3,5,5,3,3
Michał,Borkowski,1D,5,1,5,3,1
Ludwik,Andrzejewski,3A,5,4,4,2,3
Gracjan,Rutkowski,3F,4,4,5,4,4
Eustachy,Szymański,6B,4,3,3,4,5
Antoni,Gajewska,7C,1,2,1,5,1
Krzysztof,Kubiak,5C,2,5,2,4,5
Cyprian,Marciniak,3E,5,4,2,3,2
Maksymilian,Kowalczyk,4A,4,2,1,4,2
Błażej,Andrzejewski,5B,1,5,2,3,4
Kornel,Błaszczyk,1D,3,3,3,3,3
Kacper,Ziółkowska,3F,3,4,2,1,3
Edward,Szewczyk,2A,2,4,4,3,3
Konstanty,Zakrzewska,7F,5,2,4,5,5
Miron,Bąk,5B,4,1,2,2,5
Dobromił,Kamiński,3C,4,2,3,3,2
Dariusz,Sikora,1F,4,2,2,1,5
Dominik,Szymczak,4A,4,1,4,5,4
Łukasz,Marciniak,5D,5,5,1,2,2
Radosław,Ostrowski,5C,1,2,1,3,3
Leonardo,Mróz,5D,3,1,1,3,2
Albert,Jasiński,6D,4,2,3,1,4
Joachim,Zakrzewska,8B,2,2,5,2,4
Olgierd,Sobczak,6A,5,3,5,1,4
Kornel,Makowski,4D,5,2,3,2,3
Jan,Makowski,2D,2,4,5,3,5
Ernest,Kowalski,6E,4,5,5,2,3
Michał,Woźniak,5A,4,5,2,5,3
Maciej,Szczepański,3F,1,4,1,5,4
Antoni,Gajewska,6A,3,2,4,5,5
Przemysław,Makowski,3B,3,5,2,1,1
Alan,Tomaszewski,2A,5,2,3,1,4
Mirosław,Makowski,3C,5,4,1,4,3
Krystian,Górski,1B,5,2,3,1,2
Cyprian,Jakubowski,7C,1,5,5,3,4
Jędrzej,Krupa,5B,4,4,3,3,3
Kewin,Czerwiński,1A,3,2,1,1,5
Mariusz,Górecki,7D,2,5,2,1,1
Allan,Woźniak,4B,2,2,1,2,4
Norbert,Kaczmarczyk,6F,3,5,5,2,2
Henryk,Walczak,4F,3,5,1,5,3
Marian,Kalinowski,5F,2,2,2,4,4
Edward,Krupa,8D,1,5,3,2,3
Gabriel,Urbańska,8E,1,4,4,1,4
Klaudiusz,Nowak,7B,2,2,1,5,4
Bartłomiej,Krupa,3A,1,4,1,2,4
Oskar,Szymański,8A,4,4,2,5,4
Patryk,Górski,3E,3,5,1,2,3
Paweł,Michalak,4B,3,1,4,2,5
Kamil,Kaczmarczyk,3E,4,5,5,5,5
Eustachy,Adamska,2D,4,3,3,3,4
Robert,Kaźmierczak,5B,3,4,2,2,3
Bogumił,Szymański,7C,1,4,4,1,1
Maksymilian,Makowski,1F,2,4,5,3,5
Anatol,Duda,1B,4,1,1,2,4
Mirosław,Baranowski,4F,4,1,1,1,2
Dorian,Malinowski,3D,2,1,1,4,3
Aleks,Kaczmarczyk,5A,3,1,4,3,4
Arkadiusz,Mazur,8A,5,5,4,3,1
Juliusz,Jakubowski,2E,3,1,1,3,1
Maciej,Wysocki,3E,1,3,1,4,2
Maciej,Mazur,5C,3,3,2,4,4
Artur,Baranowski,6F,1,1,4,5,1
Olaf,Czerwiński,8A,2,2,4,2,1
Ariel,Wróblewski,5B,2,4,5,4,5
Jerzy,Szymański,6B,5,2,5,1,5
Ignacy,Sikorska,8E,4,5,1,5,5
Joachim,Wysocki,8D,1,2,3,5,4
Piotr,Duda,5D,2,4,1,1,1
Cezary,Sokołowski,3D,2,4,5,2,2
Krystian,Piotrowski,6A,2,1,1,3,4
Ignacy,Sikorska,7B,2,5,4,2,5
Cezary,Pietrzak,4F,3,5,1,5,5
Dobromił,Szymczak,3D,2,5,2,5,2
Allan,Nowak,8A,3,5,3,5,4
Karol,Borkowski,7C,1,4,4,3,5
Daniel,Baran,8B,4,2,1,1,1
Mateusz,Borkowski,4A,2,1,3,4,5
Arkadiusz,Walczak,6D,1,2,1,4,2
Eugeniusz,Jankowski,7E,1,5,2,1,2
Miron,Baranowski,1F,3,3,5,2,2
Gustaw,Kaźmierczak,7C,1,1,3,4,5
Maurycy,Jakubowski,5F,4,4,1,3,2
Maurycy,Witkowski,2C,2,5,4,3,1
Maciej,Baranowski,7D,5,4,3,5,1
Mieszko,Malinowski,5B,3,5,5,3,2
Marcel,Sawicki,5A,2,3,4,5,2
Borys,Kamiński,1F,1,1,2,1,1
Hubert,Nowak,4B,3,1,3,2,1
Joachim,Błaszczyk,5D,4,1,4,1,2
Eugeniusz,Stępień,8B,2,5,1,5,5
Przemysław,Lewandowski,4F,5,4,1,3,1
Konrad,Kubiak,4E,2,4,5,2,2
Albert,Górski,3F,2,2,1,5,2
Kazimierz,Szymczak,5D,1,3,3,4,4
Alek,Zawadzki,4A,3,1,3,3,5
Mateusz,Walczak,6A,3,4,3,5,3
Krzysztof,Kaźmierczak,5D,3,4,5,2,3
Aleksander,Michalak,1C,5,5,5,5,1
Anatol,Duda,8F,1,4,5,4,2
Kajetan,Mazur,8D,4,2,2,5,5
Klaudiusz,Mazurek,4D,4,5,3,3,1
Kazimierz,Błaszczyk,1C,5,4,2,5,4
Dobromił,Gajewska,5E,5,2,2,2,4
Grzegorz,Szymczak,4D,5,4,1,5,4
Oskar,Szewczyk,8F,2,2,1,3,3
Ryszard,Wróblewski,7E,4,4,2,3,2
Rafał,Kaczmarczyk,5E,1,5,2,4,3
Miron,Laskowska,2B,5,5,3,3,3
Kajetan,Mazur,4D,2,2,1,1,4
Mieszko,Kamiński,4D,5,3,3,2,1
Jacek,Błaszczyk,3C,2,5,1,3,1
Marcel,Pietrzak,8D,1,3,2,1,4
